Dates,BTC_LAST,PX_LOW,PX_HIGH,Daily Returns,BTCF_LAST,PX_LOW,PX_HIGH,Daily Returns
9/18/2020,10890.68,10821.86,11043.34,-0.43%,10880,10815,11075,-0.64%
9/21/2020,10479.79,10300.66,10995.58,-3.85%,10485,10265,11005,-3.70%
9/22/2020,10516.06,10363.92,10536.72,0.35%,10495,10350,10525,0.10%
9/23/2020,10224.14,10140.83,10574.8,-2.82%,10280,10140,10550,-2.07%
9/24/2020,10631.74,10198.53,10720.14,3.91%,10670,10190,10750,3.72%
9/25/2020,10717.46,10559.24,10796.86,0.80%,10607,10560,10805,-0.59%
9/28/2020,10871.25,10708.84,10949.75,1.42%,10960,10795,11080,3.27%
9/29/2020,10756.95,10642.26,10890.22,-1.06%,10815,10680,10990,-1.33%
9/30/2020,10706.95,10665.55,10864,-0.47%,10770,10725,10940,-0.42%
10/1/2020,10606.06,10450.3,10926.56,-0.95%,10645,10430,11060,-1.17%
10/2/2020,10547.65,10387.18,10664.96,-0.55%,10550,10410,10705,-0.90%
10/5/2020,10741.28,10628.51,10779.38,1.82%,10815,10670,10865,2.48%
10/6/2020,10549.5,10530.4,10801.88,-1.80%,10630,10565,10890,-1.73%
10/7/2020,10661.08,10529.48,10681.96,1.05%,10720,10595,10760,0.84%
10/8/2020,10898.05,10541.52,10957.71,2.20%,10955,10580,11065,2.17%
10/9/2020,11041.96,10839.75,11110.29,1.31%,11110,10910,11205,1.40%
10/12/2020,11568.4,11208.06,11597.36,4.66%,11630,11280,11700,4.57%
10/13/2020,11434.88,11315.43,11726.83,-1.16%,11440,11355,11805,-1.65%
10/14/2020,11393.36,11297.02,11555.34,-0.36%,11410,11340,11630,-0.26%
10/15/2020,11545.26,11264.66,11616.81,1.32%,11595,11315,11695,1.61%
10/16/2020,11319.41,11216.33,11548.19,-1.98%,11360,11225,11610,-2.05%
10/19/2020,11735.13,11414.03,11835,3.61%,11755,11470,11910,3.42%
10/20/2020,11904.78,11686.97,12052.31,1.44%,11970,11740,12110,1.81%
10/21/2020,12855.5,11888.86,12915.2,7.68%,12755,11960,13005,6.35%
10/22/2020,13124.02,12698.03,13241.7,2.07%,13155,12725,13285,3.09%
10/23/2020,12942.9,12735.75,13200,-1.39%,12970,12775,13260,-1.42%
10/26/2020,13019.83,12791.5,13242.92,0.59%,13045,12805,13300,0.58%
10/27/2020,13620.54,13000.82,13756.56,4.51%,13685,13025,13780,4.79%
10/28/2020,13213.48,12907.9,13857.94,-3.03%,13175,12885,13870,-3.80%
10/29/2020,13486.71,12986.32,13647.43,2.05%,13505,12995,13665,2.47%
10/30/2020,13639.46,13132.74,13676.44,1.13%,13479,13150,13660,-0.19%
11/2/2020,13619.76,13222.44,13840.93,-0.14%,13790,13370,14065,2.28%
11/3/2020,13741.48,13298.75,13803.45,0.89%,13845,13390,13950,0.40%
11/4/2020,14008.75,13542.5,14265.06,1.93%,14200,13635,14420,2.53%
11/5/2020,15243.85,14008.75,15301.38,8.45%,15260,14165,15505,7.20%
11/6/2020,15553.32,15206.06,15966.49,2.01%,15630,15350,16155,2.40%
11/9/2020,15387.48,14831.21,15848.6,-1.07%,15450,14880,16005,-1.16%
11/10/2020,15389.01,15098.25,15477.98,0.01%,15355,15130,15595,-0.62%
11/11/2020,15831.57,15291.46,15989.96,2.84%,15805,15350,16090,2.89%
11/12/2020,16159.74,15478.5,16215.15,2.05%,16240,15520,16300,2.72%
11/13/2020,16294.47,15975.94,16491.65,0.83%,16270,16025,16585,0.18%
11/16/2020,16704.72,15798.63,16889.01,2.49%,16895,15915,16935,3.77%
11/17/2020,17639.21,16573.93,17864.79,5.44%,17730,16620,17930,4.82%
11/18/2020,17786.57,17257.07,18479.75,0.83%,17685,17235,18540,-0.25%
11/19/2020,17946.04,17359.99,18180.41,0.89%,18095,17375,18260,2.29%
11/20/2020,18589.49,17723.36,18821.7,3.52%,18685,17740,18880,3.21%
11/23/2020,18422.02,18007.23,18777.32,-0.90%,18410,18040,18850,-1.48%
11/24/2020,18944.86,18067.32,19438.67,2.80%,19110,18075,19515,3.73%
11/25/2020,18880.69,18641.61,19504.5,-0.34%,18915,18640,19605,-1.03%
11/27/2020,17005.85,16451.41,17465.31,-10.46%,16628,16230,18935,-12.89%
11/30/2020,19378.61,18087.3,19857.03,13.06%,19730,18275,20260,17.11%
12/1/2020,19055.69,18157.38,19914.33,-1.68%,19275,18300,20360,-2.33%
12/2/2020,19156.67,18345.65,19338.33,0.53%,19295,18560,19585,0.10%
12/3/2020,19462.14,18889.2,19614.08,1.58%,19565,19070,19880,1.39%
12/4/2020,18825.45,18709.29,19555.44,-3.33%,19100,18830,19750,-2.41%
12/7/2020,19084.67,18911.43,19429.48,1.37%,19170,19020,19615,0.37%
12/8/2020,18773.5,18623.13,19298.23,-1.64%,18825,18695,19475,-1.82%
12/9/2020,18520.56,17644.39,18834.5,-1.36%,18420,17705,18685,-2.17%
12/10/2020,18349.98,17914.56,18643.57,-0.93%,18440,17940,18750,0.11%
12/11/2020,18101.38,17589.25,18397.9,-1.36%,18020,17575,18460,-2.30%
12/14/2020,19199.17,18984.08,19338.03,5.89%,19270,19080,19430,6.71%
12/15/2020,19424.24,19054.8,19562.34,1.17%,19560,19120,19675,1.49%
12/16/2020,21206.36,19300.69,21295,8.78%,20930,19340,21430,6.77%
12/17/2020,22779.13,21205.83,23720.4,7.15%,22870,21320,23915,8.86%
12/18/2020,22901.2,22363.54,23282.74,0.53%,22860,22435,23415,-0.04%
12/21/2020,23142.45,21966.16,24118.48,1.05%,22880,21950,24210,0.09%
12/22/2020,23437.95,22390.03,23615.11,1.27%,23445,22430,23645,2.44%
12/23/2020,23297.72,22816.64,24081.68,-0.60%,23510,22800,24175,0.28%
12/24/2020,23405.27,22658.01,23550.76,0.46%,23197,22715,23475,-1.34%
12/28/2020,26599.22,26088.78,27468.07,12.79%,27110,26535,27900,15.59%
12/29/2020,26895.14,25852.63,27186.14,1.11%,27210,26080,27450,0.37%
12/30/2020,28904.39,26894.99,28992.19,7.20%,29155,27235,29370,6.90%
12/31/2020,28996.28,27971.04,29292.47,0.32%,29385,28230,29700,0.79%
1/4/2021,31037.38,28019.06,33665.47,6.80%,31550,28440,34170,7.11%
1/5/2021,33792.24,29942.94,34275.13,8.50%,34515,30250,34680,8.98%
1/6/2021,35939.27,33373.72,36499.88,6.16%,36565,33780,37035,5.77%
1/7/2021,39733,35787.72,40394.88,10.04%,39625,36445,41000,8.04%
1/8/2021,40040.7,36644.59,41981.76,0.77%,39520,37000,42730,-0.27%
1/11/2021,33964.38,30324,39025.91,-16.46%,33780,31105,39165,-15.69%
1/12/2021,34712.73,32523.12,36610.11,2.18%,34500,32780,37050,2.11%
1/13/2021,37283.48,32359.2,37400.06,7.14%,36375,32610,37580,5.29%
1/14/2021,38765.5,36765.23,40094.81,3.90%,39605,36915,40365,8.51%
1/15/2021,36261.52,34409.04,39690.45,-6.68%,35625,34555,39980,-10.59%
1/19/2021,36489.64,36094,37854.38,0.63%,36595,34890,38155,2.69%
1/20/2021,34913.07,33412.72,36792.11,-4.42%,35035,33435,36845,-4.36%
1/21/2021,31217,30986.71,35675.23,-11.19%,31920,30930,35740,-9.31%
1/22/2021,33322.33,28817.89,33856.64,6.53%,33580,28900,33860,5.07%
1/25/2021,32701.29,31694.76,34882.55,-1.88%,33440,32035,34930,-0.42%
1/26/2021,32017.04,30854.15,32825.83,-2.11%,31950,30800,32845,-4.56%
1/27/2021,31005.85,29241.49,32930.66,-3.21%,31475,29075,32925,-1.50%
1/28/2021,33248.02,29904.18,33327.16,6.98%,32650,29860,33355,3.67%
1/29/2021,34641.09,31997.55,38627.38,4.10%,37242,32000,38755,13.16%
2/1/2021,33664.82,32338.3,34699.56,-2.86%,34000,32530,35005,-9.11%
2/2/2021,35687.9,33456.2,36002.09,5.84%,36170,33605,36370,6.19%
2/3/2021,37294.95,35408.34,37449.73,4.40%,37390,35740,37790,3.32%
2/4/2021,37681.13,36211.68,38744.06,1.03%,37915,36435,39200,1.39%
2/5/2021,37858.84,36626.11,38346.61,0.47%,38015,36895,38755,0.26%
2/8/2021,44691.74,38065.02,44807.01,16.59%,44755,38305,45500,16.32%
2/9/2021,47335.77,44316.2,48215.83,5.75%,47765,45175,48885,6.51%
2/10/2021,45039.51,43764.47,47348.97,-4.97%,44915,43950,48060,-6.15%
2/11/2021,46931.97,44042.01,48663.06,4.12%,47525,44345,49215,5.65%
2/12/2021,47947.17,46290.27,48929.36,2.14%,48040,46500,49500,1.08%
2/15/2021,48203.45,45893.35,49317.86,0.53%,48040,46500,49500,0.00%
2/16/2021,48585.51,47070.86,50547.71,0.79%,48925,45950,51065,1.83%
2/17/2021,52400.42,48527.79,52631.92,7.56%,52785,49115,53210,7.59%
2/18/2021,52037.53,50889.44,52545.61,-0.69%,52340,51250,53080,-0.85%
2/19/2021,55629.08,50765.49,56332.89,6.67%,55530,50695,56575,5.92%
2/22/2021,54938.64,47873.13,57659.35,-1.25%,53720,48320,57790,-3.31%
2/23/2021,47962.92,45000.27,55017.68,-13.58%,47660,44900,54515,-11.97%
2/24/2021,48758.53,47028.15,51415.15,1.65%,49135,47010,51310,3.05%
2/25/2021,48083.51,48054.26,52075.4,-1.39%,49120,48010,52040,-0.03%
2/26/2021,45672.06,44159.24,48835.53,-5.15%,47002,44270,48300,-4.41%
3/1/2021,48856.4,44897.81,49504.61,6.74%,48870,45150,49985,3.90%
3/2/2021,47451.1,47098.63,50235.99,-2.92%,47820,47245,50550,-2.17%
3/3/2021,50952.74,47401.01,52622.92,7.12%,50900,47955,53000,6.24%
3/4/2021,47918.88,47505.51,51794.04,-6.14%,48310,47425,52190,-5.22%
3/5/2021,49053.13,46309.9,49462.47,2.34%,49555,46295,49745,2.54%
3/8/2021,51878.94,49344.7,51987.06,5.60%,52145,49500,52425,5.09%
3/9/2021,54320.06,51438.56,54819.86,4.60%,54720,51895,55265,4.82%
3/10/2021,56931.78,53045.06,57365.49,4.70%,56620,53430,57815,3.41%
3/11/2021,57624.02,54304.15,57916.27,1.21%,57955,54685,58390,2.33%
3/12/2021,56965.96,55065.89,58138.82,-1.15%,57075,55380,58725,-1.53%
3/15/2021,56414.61,54733.54,60733.15,-0.97%,56900,54915,61255,-0.31%
3/16/2021,56388.15,53288.81,56947.91,-0.05%,55910,53475,57175,-1.76%
3/17/2021,57751.66,54158.83,58303.57,2.39%,57980,54285,58490,3.64%
3/18/2021,57501.51,57031.5,60084.78,-0.43%,57365,57090,60280,-1.07%
3/19/2021,58410.01,56297.4,59453.53,1.57%,58975,56315,59575,2.77%
3/22/2021,54554.83,54247.39,58430.54,-6.83%,55605,54105,58460,-5.88%
3/23/2021,54447.56,53000.08,55848.65,-0.20%,54985,52915,55895,-1.12%
3/24/2021,54050.57,53213.76,57204.88,-0.73%,54645,53135,57225,-0.62%
3/25/2021,52001.01,50440.17,54220.99,-3.87%,52195,50360,53665,-4.59%
3/26/2021,54002.49,51263.33,54288.89,3.78%,53346,51305,53765,2.18%
3/29/2021,57234.35,54816.53,58393.84,5.81%,58210,55110,59000,8.73%
3/30/2021,58673.67,57053.73,59388.52,2.48%,59705,57585,60065,2.54%
3/31/2021,58960.2,56886.38,59807.36,0.49%,59285,57380,60540,-0.71%
